id,date,text
2964,2025-10-10 02:51:22+00:00,"🟢 **Відбій повітряної тривоги!**

10.10.2025, 05:51:14 ⏱️ 58 хв."
2963,2025-10-10 01:53:10+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

10.10.2025, 04:53:04"
2962,2025-10-05 11:14:07+00:00,"⚡️ ЗБИТО/ПОДАВЛЕНО 478 ЦІЛЕЙ ПРОТИВНИКА
➖➖➖➖➖➖➖➖➖➖
У ніч на 05 жовтня (із 20.00 4 жовтня) противник завдав комбінованого удару по території України із застосуванням ударних БпЛА, ракет повітряного, морського та наземного базування. Загалом радіотехнічними військами Повітряних Сил виявлено та здійснено супровід 549 засобів повітряного нападу:

- 496 ударних БпЛА типу Shahed, Гербера (безпілотники інших типів) із напрямків Курськ, Брянськ, Міллерово, Орел, Шаталово, Приморсько-Ахтарськ – рф, Кача - ТОТ Криму, близько 250 із них – ""шахеди"";
- 2 аеробалістичних ракет Х-47М2 ""Кинджал"" із повітряного простору Липецької обл. - рф;
- 42 крилатих ракети Х-101/Іскандер-К (райони пусків: Самарська, Курська, Брянська обл. - рф);
- 9 крилатих ракет ""Калібр"" із акваторії Чорного моря.

❗️Основний напрямок удару – Львівщина.

Повітряний напад відбивали авіація, зенітні ракетні війська, підрозділи РЕБ та безпілотних систем, мобільні вогневі групи Сил оборони України.

💥 За попередніми даними, станом на 14.00, протиповітряною обороною збито/подавлено 478 повітряних цілей:

- 439 ворожих БпЛА типу Shahed, Гербера (безпілотники інших типів);
- 1 аеробалістичну ракету Х-47 М2 ""Кинджал"";
- 32 крилаті ракети Х-101/Іскандер-К;
- 6 крилатих ракет ""Калібр"".
 
*Крім того, шість ворожих ракет не досягли своїх цілей (локаційно втрачені, місця падіння уточнюються). 

Зафіксовано прямі влучання 8 ракет та 57 ударних БпЛА на 20 локаціях, а також падіння збитих (уламки) на 6 локаціях.

✊ Тримаймо небо!
🇺🇦 Разом – до перемоги!"
2961,2025-10-05 06:01:22+00:00,"🟢 **Відбій повітряної тривоги!**

05.10.2025, 09:00:37 ⏱️ 5 год. 10 хв."
2960,2025-10-05 04:13:33+00:00,КР мінус. Загроза ударних БпЛА залишається.
2959,2025-10-05 03:53:31+00:00,🚀Львів! Ще група ракет на місто!
2958,2025-10-05 03:48:06+00:00,"По факту, Львів!"
2957,2025-10-05 03:45:34+00:00,"Надалі триває мопедна небезпека + групи крилатих ракет Ту-95 залітають з сусідніх областей. Стрий, будьте уважні!"
2956,2025-10-05 03:33:44+00:00,!!!
2955,2025-10-05 03:31:37+00:00,"Ймовірно, 2 х Кинджали на Львівщину."
2954,2025-10-05 03:04:10+00:00,Зліт ✈️ МіГ-31К[инджал]
2953,2025-10-05 02:24:40+00:00,Ракети тримають курс ➡️ на Львів!
2952,2025-10-05 01:27:33+00:00,"Львів, будьмо уважні!"
2951,2025-10-05 00:50:23+00:00,"🔴 **Повітряна тривога❗️**
Загроза ударних БпЛА

05.10.2025, 03:50:20"
2950,2025-10-03 18:16:03+00:00,"🟢 **Відбій повітряної тривоги!**

03.10.2025, 21:15:54 ⏱️ 31 хв."
2949,2025-10-03 17:44:38+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

03.10.2025, 20:44:36"
2948,2025-09-30 11:12:28+00:00,"**Допомогти може кожен!**

🍂 Настала осінь, листя опадає — техніку та позиції стає ще складніше приховувати від ворога. Потрібні  маскувальні сітки!

🧶 **Матеріали для плетіння є — потрібні лише ваші руки.**
Кожна ваша година допоможе швидше закрити потребу наших захисників. ✋❤️

🕘 **Коли:** щодня, **09:00–22:00**
📍 **Де:** студентська бібліотека Львівської Політехніки, вул. Митрополита Андрея, 3

📞 **Контактна особа:** 
+380 67 672 51 94 — Ірина
[Facebook](https://www.facebook.com/sprava.gromad.lviv)"
2947,2025-09-28 03:52:46+00:00,"🟢 **Відбій повітряної тривоги!**

28.09.2025, 06:52:39 ⏱️ 1 год. 16 хв."
2946,2025-09-28 02:36:41+00:00,"🔴 **Повітряна тривога❗️**
Ракетна небезпека 

28.09.2025, 05:36:34"
2945,2025-09-28 00:08:00+00:00,"🟢 **Відбій повітряної тривоги!**

28.09.2025, 03:07:55 ⏱️ 40 хв."
2944,2025-09-27 23:27:24+00:00,"🔴 **Повітряна тривога❗️**
**UPD 02:30: на Львівщині чисто, без нових загроз.**

28.09.2025, 02:27:21"
2943,2025-09-27 23:26:19+00:00,"✈️ Зліт МіГ-31К[инджал]
Відбувся пуск. Ймовірно, Старкон (Хмельницька обл)"
2942,2025-09-27 21:35:24+00:00,🔮 Ймовірна загроза ракетного удару після 4 год ранку. Активна стратегічна авіація ворога (Ту-95МС).
2941,2025-09-20 03:54:23+00:00,"🟢 **Відбій повітряної тривоги!**

20.09.2025, 06:54:18 ⏱️ 1 год. 8 хв."
2940,2025-09-20 03:44:50+00:00,Чисто.
2939,2025-09-20 03:35:03+00:00,"Курсом на Стрий, Львівщина."
2938,2025-09-20 03:34:32+00:00,🚀  Будьмо уважні!
2937,2025-09-20 03:29:21+00:00,"🚀 Крилаті ракети на півночі Тернопільщини, курсом на захід."
2936,2025-09-20 02:46:21+00:00,"🔴 **Повітряна тривога❗️**
Загроза ракетного удару.

Перші КР з Тушок курсом на Київщину.

20.09.2025, 05:46:10"
2935,2025-09-11 08:14:43+00:00,"🟢 **Відбій повітряної тривоги!**

11.09.2025, 11:14:32 ⏱️ 15 хв."
2934,2025-09-11 07:59:10+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

11.09.2025, 10:59:08"
2933,2025-09-10 04:08:48+00:00,"🟢 **Відбій повітряної тривоги!**

10.09.2025, 07:08:44 ⏱️ 1 год. 32 хв."
2932,2025-09-10 02:36:23+00:00,"🔴 **Повітряна тривога❗️**
Ракетна небезпека + Загроза ударних БпЛА.

10.09.2025, 05:36:21"
2931,2025-09-10 01:25:33+00:00,"🟢 **Відбій повітряної тривоги!**

10.09.2025, 04:25:29 ⏱️ 2 год. 18 хв."
2930,2025-09-10 00:23:16+00:00,Будьмо уважні!
2929,2025-09-09 23:07:07+00:00,"🔴 **Повітряна тривога❗️**
Загроза ударних БпЛА.

10.09.2025, 02:06:57"
2928,2025-09-07 03:35:39+00:00,"🟢 **Відбій повітряної тривоги!**

07.09.2025, 06:35:28 ⏱️ 31 хв."
2927,2025-09-07 03:04:34+00:00,"🔴 **Повітряна тривога❗️**
Загроза ракетного удару

07.09.2025, 06:04:27"
2926,2025-09-06 11:54:33+00:00,"🟢 **Відбій повітряної тривоги!**

06.09.2025, 14:54:23 ⏱️ 20 хв."
2925,2025-09-06 11:34:15+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

06.09.2025, 14:34:07"
2924,2025-09-03 03:45:47+00:00,"🟢 **Відбій повітряної тривоги!**

03.09.2025, 06:45:38 ⏱️ 2 год. 2 хв."
2923,2025-09-03 01:42:41+00:00,"🔴 **Повітряна тривога❗️**
Загроза ракетних ударів
кр з тушок підлетіли + калібри з моря

03.09.2025, 04:42:40"
2922,2025-09-03 00:43:57+00:00,"🟢 **Відбій повітряної тривоги!**

03.09.2025, 03:43:54 ⏱️ 2 год. 58 хв."
2921,2025-09-02 21:45:21+00:00,"🔴 **Повітряна тривога❗️**
Загроза ударних БпЛА

03.09.2025, 00:45:15"
2920,2025-09-01 07:40:50+00:00,"🟢 **Відбій повітряної тривоги!**

01.09.2025, 10:40:44 ⏱️ 21 хв."
2919,2025-09-01 07:19:01+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

01.09.2025, 10:19:00"
2918,2025-09-01 07:18:52+00:00,✈️ МіГ-31К[инджал]
2917,2025-08-30 03:08:09+00:00,"🟢 **Відбій повітряної тривоги!**

30.08.2025, 06:08:03 ⏱️ 3 год. 19 хв."
2916,2025-08-29 23:49:01+00:00,"🔴 **Повітряна тривога❗️**


30.08.2025, 02:48:58"
2915,2025-08-28 03:20:06+00:00,"🟢 **Відбій повітряної тривоги!**

28.08.2025, 06:19:54 ⏱️ 49 хв."
2914,2025-08-28 02:30:26+00:00,"🔴 **Повітряна тривога❗️**
Загроза ракетного удару 

28.08.2025, 05:30:24"
2913,2025-08-28 02:13:48+00:00,"🟢 **Відбій повітряної тривоги!**

28.08.2025, 05:13:37 ⏱️ 1 год. 49 хв."
2912,2025-08-28 00:24:06+00:00,"🔴 **Повітряна тривога❗️**
Загроза балістики (знов)

28.08.2025, 03:24:04"
2911,2025-08-27 23:34:09+00:00,"Проте ніч обіцяє бути неспокійною. 
Шахеди вже у сусідніх областях (Ів.Ф, Терн., Рівн.). До години часу можуть бути на Львівщині. + пару Тушок у повітрі теж на ранок можуть нагадатись."
2910,2025-08-27 23:26:52+00:00,"🟢 **Відбій повітряної тривоги!**

28.08.2025, 02:26:43 ⏱️ 9 хв."
2909,2025-08-27 23:18:32+00:00,Наразі все чисто.
2908,2025-08-27 23:17:09+00:00,"🔴 **Повітряна тривога❗️**
**Загроза балістики з Північного Сходу**

28.08.2025, 02:17:05"
2907,2025-08-21 03:48:00+00:00,"🟢 **Відбій повітряної тривоги!**

21.08.2025, 06:47:56 ⏱️ 3 год. 57 хв."
2906,2025-08-21 03:06:22+00:00,"КР курсом на Львів , будь мо уважні !"
2905,2025-08-21 02:04:22+00:00,"На даний час безпосередніх загроз не фіксується, але тривога триває, у сусідніх областях чимало шахедів і приблизно за годину можливий підльот  КР з тушок."
2904,2025-08-21 01:44:12+00:00,"Львів, будьмо уважні! Кілька шахедів у області.  Може бути гучно."
2903,2025-08-20 23:50:12+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

21.08.2025, 02:50:11"
2902,2025-08-20 09:47:38+00:00,"🟢 **Відбій повітряної тривоги!**

20.08.2025, 12:47:28 ⏱️ 27 хв."
2901,2025-08-20 09:37:29+00:00,"Фіксувалось 🛸 на півночі західних областей вектором на південь, зникло."
2900,2025-08-20 09:20:36+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

20.08.2025, 12:20:25"
2899,2025-08-19 22:25:57+00:00,"🟢 **Відбій повітряної тривоги!**

20.08.2025, 01:25:48 ⏱️ 1 год. 5 хв."
2898,2025-08-19 21:20:10+00:00,"🔴 **Повітряна тривога❗️**
Загроза ударних БпЛА

20.08.2025, 00:20:03"
2897,2025-08-18 16:38:26+00:00,"🟢 **Відбій повітряної тривоги!**

18.08.2025, 19:38:17 ⏱️ 16 хв."
2896,2025-08-18 16:21:37+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

18.08.2025, 19:21:30"
2895,2025-08-18 16:21:35+00:00,✈️ МіГ-31К[инджал]
2894,2025-08-15 16:44:32+00:00,"🟢 **Відбій повітряної тривоги!**

15.08.2025, 19:44:27 ⏱️ 11 хв."
2893,2025-08-15 16:32:37+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

15.08.2025, 19:32:28"
2892,2025-08-13 17:56:02+00:00,False positive. Все спокійно. Загрози на даний час відсутні.
2891,2025-08-13 17:51:15+00:00,🚨
2890,2025-08-11 11:08:13+00:00,"🟢 **Відбій повітряної тривоги!**

11.08.2025, 14:08:07 ⏱️ 14 хв."
2889,2025-08-11 10:53:39+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

11.08.2025, 13:53:37"
2888,2025-08-04 14:56:52+00:00,"🔮 тривожно! 

У найближчі дні можлива масована повітряна атака.

Що відомо наразі:
 • На аеродромах “Оленья” та “Енгельс” перебувають 6 споряджених Ту-95МС і щонайменше 2 Ту-160.
 • У “Енгельсі” та “Моздоку” розміщені 4 Ту-22М3.
 • У Новоросійську на бойовому чергуванні перебувають 4 ракетоносії із загальним потенційним залпом до 32 ракет типу “Калібр”."
2887,2025-08-04 09:12:58+00:00,"🟢 **Відбій повітряної тривоги!**

04.08.2025, 12:12:55 ⏱️ 26 хв."
2886,2025-08-04 08:46:39+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

04.08.2025, 11:46:31"
2885,2025-08-04 07:28:52+00:00,"🟢 **Відбій повітряної тривоги!**

04.08.2025, 10:28:43 ⏱️ 26 хв."
2884,2025-08-04 07:02:45+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

04.08.2025, 10:02:40"
2883,2025-08-04 06:38:08+00:00,"🟢 **Відбій повітряної тривоги!**

04.08.2025, 09:37:57 ⏱️ 42 хв."
2882,2025-08-04 05:55:44+00:00,"🔴 **Повітряна тривога❗️**
Пуск Кинджалу – Хмельниччина! 
✈️ МіГ-31К[инджал]

04.08.2025, 08:55:33"
2881,2025-08-02 15:45:04+00:00,"🟢 **Відбій повітряної тривоги!**

02.08.2025, 18:45:03 ⏱️ 24 хв."
2880,2025-08-02 15:20:28+00:00,"🔴 **Повітряна тривога❗️**
Ймовірний пуск Кинджалу!

02.08.2025, 18:20:21"
2879,2025-08-02 15:19:40+00:00,✈️ МіГ-31К[инджал]
2878,2025-07-31 18:24:10+00:00,"🟢 **Відбій повітряної тривоги!**

31.07.2025, 21:23:59 ⏱️ 14 хв."
2877,2025-07-31 18:09:58+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

31.07.2025, 21:09:55"
2876,2025-07-31 11:12:49+00:00,"🟢 **Відбій повітряної тривоги!**

31.07.2025, 14:12:39 ⏱️ 15 хв."
2875,2025-07-31 10:57:07+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

31.07.2025, 13:57:06"
2874,2025-07-30 13:25:52+00:00,"🟢 **Відбій повітряної тривоги!**

30.07.2025, 16:25:39 ⏱️ 27 хв."
2873,2025-07-30 12:57:55+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

30.07.2025, 15:57:45"
2872,2025-07-28 06:15:04+00:00,"🟢 **Відбій повітряної тривоги!**

28.07.2025, 09:14:56 ⏱️ 27 хв."
2871,2025-07-28 05:47:49+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

28.07.2025, 08:47:47"
2870,2025-07-28 05:20:56+00:00,"🟢 **Відбій повітряної тривоги!**

28.07.2025, 08:20:47 ⏱️ 28 хв."
2869,2025-07-28 04:52:10+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

28.07.2025, 07:52:03"
2868,2025-07-28 01:42:42+00:00,"🟢 **Відбій повітряної тривоги!**

28.07.2025, 04:42:34 ⏱️ 43 хв."
2867,2025-07-28 00:59:11+00:00,"🔴 **Повітряна тривога❗️**
Загроза ракетних ударів

28.07.2025, 03:59:06"
2866,2025-07-27 20:28:51+00:00,"🔮 тривожно. 
Активність стратегічної авіації (Ту-95МС) + трохи є шахедів (найближчі вже на Житомирщині)."
2865,2025-07-25 11:05:27+00:00,"🟢 **Відбій повітряної тривоги!**

25.07.2025, 14:05:21 ⏱️ 14 хв."
2864,2025-07-25 10:50:53+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

25.07.2025, 13:50:44"
2863,2025-07-24 13:10:13+00:00,"🟢 **Відбій повітряної тривоги!**

24.07.2025, 16:10:07 ⏱️ 22 хв."
2862,2025-07-24 12:47:42+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

24.07.2025, 15:47:41"
2861,2025-07-21 04:45:52+00:00,"🟢 **Відбій повітряної тривоги!**

21.07.2025, 07:45:48 ⏱️ 10 хв."
2860,2025-07-21 04:35:06+00:00,"🔴 **Повітряна тривога❗️**
Загроза БпЛА 🛵

21.07.2025, 07:34:53"
2858,2025-07-21 04:22:48+00:00,"🟢 **Відбій повітряної тривоги!**

21.07.2025, 07:22:46 ⏱️ 37 хв."
2857,2025-07-21 03:45:00+00:00,"🔴 **Повітряна тривога❗️**
Загроза БпЛА 🛵

21.07.2025, 06:44:52"
2856,2025-07-21 03:19:31+00:00,"🟢 **Відбій повітряної тривоги!**

21.07.2025, 06:19:18 ⏱️ 25 хв."
2855,2025-07-21 02:58:50+00:00,Кинджал на Івано-Франківськ!
2854,2025-07-21 02:53:35+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

21.07.2025, 05:53:24"
2853,2025-07-21 02:53:34+00:00,✈️ МіГ-31К[инджал]
2852,2025-07-21 02:49:51+00:00,"🟢 **Відбій повітряної тривоги!**

21.07.2025, 05:49:43 ⏱️ 2 год. 50 хв."
2851,2025-07-20 23:59:07+00:00,"🔴 **Повітряна тривога❗️**
Загроза ракетного удару
~~Кинджал~~, ~~калібри на Вінниччині.~~

21.07.2025, 02:58:55"
2850,2025-07-20 21:54:58+00:00,"🟢 **Відбій повітряної тривоги!**

21.07.2025, 00:54:50 ⏱️ 31 хв."
2849,2025-07-20 21:26:48+00:00,"Нічка не обіцяє бути спокійною: у повітрі 3+ тушок, у морі каліброносій, шахеди вже на Житомирщині."
2848,2025-07-20 21:23:06+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

21.07.2025, 00:22:55"
2847,2025-07-19 02:27:47+00:00,"🟢 **Відбій повітряної тривоги!**

19.07.2025, 05:27:38 ⏱️ 1 год. 15 хв."
2846,2025-07-19 01:12:38+00:00,"🔴 **Повітряна тривога❗️**
Ракетна небезпека

19.07.2025, 04:12:26"
2845,2025-07-18 23:11:20+00:00,"🟢 **Відбій повітряної тривоги!**

19.07.2025, 02:11:09 ⏱️ 56 хв."
2844,2025-07-18 22:14:25+00:00,"🔴 **Повітряна тривога❗️**
Загроза ударних БпЛА

19.07.2025, 01:14:14"
2843,2025-07-18 21:16:11+00:00,"🟢 **Відбій повітряної тривоги!**

19.07.2025, 00:16:01 ⏱️ 29 хв."
2842,2025-07-18 20:46:31+00:00,"🔴 **Повітряна тривога❗️**
Загроза ударних БпЛА з півночі

18.07.2025, 23:46:28"
2841,2025-07-15 13:20:18+00:00,"🟢 **Відбій повітряної тривоги!**

15.07.2025, 16:20:15 ⏱️ 19 хв."
2840,2025-07-15 13:00:43+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

15.07.2025, 16:00:42"
2839,2025-07-15 11:15:28+00:00,"🟢 **Відбій повітряної тривоги!**

15.07.2025, 14:15:22 ⏱️ 16 хв."
2838,2025-07-15 10:59:10+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

15.07.2025, 13:59:01"
2837,2025-07-14 11:31:27+00:00,"🟢 **Відбій повітряної тривоги!**

14.07.2025, 14:31:18 ⏱️ 13 хв."
2836,2025-07-14 11:18:05+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

14.07.2025, 14:17:56"
2835,2025-07-12 19:03:48+00:00,"🟢 **Відбій повітряної тривоги!**

12.07.2025, 22:03:43 ⏱️ 1 год. 33 хв."
2834,2025-07-12 17:32:10+00:00,"Львів, будьмо уважні!"
2833,2025-07-12 17:29:54+00:00,"🔴 **Повітряна тривога❗️**
Загроза ударних БпЛА

12.07.2025, 20:29:46"
2832,2025-07-12 02:05:50+00:00,"🟢 **Відбій повітряної тривоги!**

12.07.2025, 05:05:44 ⏱️ 2 год. 32 хв."
2831,2025-07-12 01:57:25+00:00,Відшахедилось.
2830,2025-07-12 00:45:28+00:00,"Львів, будьмо уважні!"
2829,2025-07-11 23:33:43+00:00,"🔴 **Повітряна тривога❗️**
Загроза ударних БпЛА

12.07.2025, 02:33:38"
2828,2025-07-10 13:07:57+00:00,"🟢 **Відбій повітряної тривоги!**

10.07.2025, 16:07:47 ⏱️ 46 хв."
2827,2025-07-10 12:21:35+00:00,"🔴 **Повітряна тривога❗️**
Загроза ударних БпЛА
з північно-східного напрямку 

10.07.2025, 15:21:26"
2826,2025-07-10 12:05:48+00:00,"🟢 **Відбій повітряної тривоги!**

10.07.2025, 15:05:32 ⏱️ 2 год. 2 хв."
2825,2025-07-10 10:03:14+00:00,"🔴 **Повітряна тривога❗️**
Загроза ударних БпЛА

10.07.2025, 13:03:03"
2824,2025-07-09 21:46:48+00:00,"🟢 **Відбій повітряної тривоги!**

10.07.2025, 00:46:44 ⏱️ 2 год. 20 хв."
2823,2025-07-09 19:26:44+00:00,"🔴 **Повітряна тривога❗️**
Загроза ударних БпЛА

09.07.2025, 22:26:31"
2822,2025-07-09 02:43:58+00:00,"🟢 **Відбій повітряної тривоги!**

09.07.2025, 05:43:56 ⏱️ 3 год. 48 хв."
2821,2025-07-08 22:55:21+00:00,"🔴 **Повітряна тривога❗️**
Загроза ударних БпЛА

09.07.2025, 01:55:16"
2820,2025-07-08 20:31:18+00:00,"🟢 **Відбій повітряної тривоги!**

08.07.2025, 23:31:03 ⏱️ 39 хв."
2819,2025-07-08 19:51:35+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

08.07.2025, 22:51:35"
2818,2025-07-05 19:06:39+00:00,"🟢 **Відбій повітряної тривоги!**

05.07.2025, 22:06:33 ⏱️ 19 хв."
2817,2025-07-05 18:47:11+00:00,"🔴 **Повітряна тривога❗️**
✈️ МіГ-31К[инджал]

05.07.2025, 21:47:08"
2816,2025-07-05 15:17:48+00:00,"🟢 **Відбій повітряної тривоги!**

05.07.2025, 18:17:34 ⏱️ 40 хв."
2815,2025-07-05 14:48:39+00:00,🚀ракета на Житомирщині курсом на Старокостянтинів
